Product,Variant,SKU,Price,Available,Color,URL
Air PLA  1.75mm,1  kg / Air Wood / 1-Pack,OVS-VFFWOD11-010191,25.99,True,1  kg,https://overture3d.com/products/overture-air-pla-3d-printer-filament-1-75mm
Air PLA  1.75mm,1  kg / Air Yellow / 1-Pack,OVS-VFFYEL11-010197,25.99,True,1  kg,https://overture3d.com/products/overture-air-pla-3d-printer-filament-1-75mm
Carbon Fiber  1.75mm,Midnight Black / 1  kg / 1-Pack,VFCBLK17511,26.99,True,Midnight Black,https://overture3d.com/products/overture-carbon-fiber-filament
Rock PETG  1.75mm,Rock White,VFERWT17511,22.99,True,Rock White,https://overture3d.com/products/overture-rock-petg-3d-printer-filament-1-75mm
Shimmer PLA  1.75mm,Shimmer Dark Green / 1.75mm,VSA090005,26.99,True,Shimmer Dark Green,https://overture3d.com/products/overture-shimmer-pla-3d-printer-filament-1-75mm
Shimmer PLA  1.75mm,Shimmer Purple / 1.75mm,VSA090008,26.99,True,Shimmer Purple,https://overture3d.com/products/overture-shimmer-pla-3d-printer-filament-1-75mm
Shimmer PLA  1.75mm,Shimmer Silver Green / 1.75mm,VSA090006,26.99,True,Shimmer Silver Green,https://overture3d.com/products/overture-shimmer-pla-3d-printer-filament-1-75mm
Shimmer PLA  1.75mm,Shimmer Bronze / 1.75mm,VSA090007,26.99,True,Shimmer Bronze,https://overture3d.com/products/overture-shimmer-pla-3d-printer-filament-1-75mm
PLA  1.75mm-3 KG,Black 3kg / 3 kg,OVS-VFPBLK13-010109,44.99,True,Black 3kg,https://overture3d.com/products/overture-pla-3d-printer-filament-1-75mm-3-kg
PLA  1.75mm-3 KG,White 3kg / 3 kg,OVS-VFPWHE13-010110,46.99,True,White 3kg,https://overture3d.com/products/overture-pla-3d-printer-filament-1-75mm-3-kg
PLA  1.75mm-2 KG,White 2kg / 2 kg,OVS-VFPWHE12-010108,31.99,True,White 2kg,https://overture3d.com/products/overture-pla-3d-printing-filament-2kg
PLA  1.75mm-2 KG,Black 2kg / 2 kg,OVS-VFPBLK12-010107,31.99,True,Black 2kg,https://overture3d.com/products/overture-pla-3d-printing-filament-2kg
PC Professional 3D Printer  Filament 1.75mm,1-pack / White,OVS-VFDWTE11-010198,31.99,True,1-pack,https://overture3d.com/products/overture-pc-professional-filament
PC Professional 3D Printer  Filament 1.75mm,1-pack / Black,OVS-VFDBLK11-010199,31.99,True,1-pack,https://overture3d.com/products/overture-pc-professional-filament
PC Professional 3D Printer  Filament 1.75mm,1-pack / Transparent,OVS-VFDTRA11-010203,31.99,True,1-pack,https://overture3d.com/products/overture-pc-professional-filament
PC Professional 3D Printer  Filament 1.75mm,1-pack / Blue,OVS-VFDBLE11-010202,38.99,False,1-pack,https://overture3d.com/products/overture-pc-professional-filament
PLA 3D Printer  Filament 1.75mm-4 Pack,White / 4-pack,VSA020006,54.99,True,White,https://overture3d.com/products/overture-pla-3d-printer-filament-1-75mm-4-pack
PLA 3D Printer  Filament 1.75mm-4 Pack,Black / 4-pack,VSA020005,49.99,True,Black,https://overture3d.com/products/overture-pla-3d-printer-filament-1-75mm-4-pack
PLA 3D Printer  Filament 1.75mm-4 Pack,Black & White / 4-pack,VSA020007,54.99,True,Black & White,https://overture3d.com/products/overture-pla-3d-printer-filament-1-75mm-4-pack
PLA  1.75mm-6 Pack,6-color / 6-pack / 1.75mm,VFPMLT17561,89.99,True,6-color,https://overture3d.com/products/overture-pla-3d-printer-filament-1-75mm-6-pack
TPU  1.75mm 2 Pack,1.75mm / black / 2-Pack,VFTBLK17521,46.99,True,1.75mm,https://overture3d.com/products/overture-tpu-3d-printer-filament-1-75mm-2-pack
PETG  1.75mm -6 Pack,1.75mm / 6-Color / 6-Pack,VFEMLT17561,89.99,True,1.75mm,https://overture3d.com/products/overture-petg-3d-printer-filament-1-75mm-6-pack
PETG  1.75mm - 4 Pack,White / 1.75mm / 4-Pack,VSB010004,48.99,True,White,https://overture3d.com/products/overture-petg-3d-printer-filament-1-75mm-4-pack
PETG  1.75mm - 4 Pack,Black / 1.75mm / 4-Pack,VSB010003,44.99,True,Black,https://overture3d.com/products/overture-petg-3d-printer-filament-1-75mm-4-pack
PETG  1.75mm - 4 Pack,Black & White / 1.75mm / 4-Pack,VSB010005,48.99,True,Black & White,https://overture3d.com/products/overture-petg-3d-printer-filament-1-75mm-4-pack
PLA Gradient Filament 1.75mm,Northern Lights / 1 Pack,VSA020013,25.99,True,Northern Lights,https://overture3d.com/products/overture-pla-gradient-filament-1-75mm
PLA Gradient Filament 1.75mm,Rainbow / 1 Pack,VSA020003,25.99,True,Rainbow,https://overture3d.com/products/overture-pla-gradient-filament-1-75mm
PLA Gradient Filament 1.75mm,Aurora Berry / 1 Pack,VSA020008,25.99,True,Aurora Berry,https://overture3d.com/products/overture-pla-gradient-filament-1-75mm
PLA Gradient Filament 1.75mm,Avocado / 1 Pack,VSA020015,25.99,True,Avocado,https://overture3d.com/products/overture-pla-gradient-filament-1-75mm
PLA Gradient Filament 1.75mm,Tequila Sunrise / 1 Pack,VSA020014,25.99,True,Tequila Sunrise,https://overture3d.com/products/overture-pla-gradient-filament-1-75mm
PLA Gradient Filament 1.75mm,Rocket Pop / 1 Pack,VSA020016,25.99,True,Rocket Pop,https://overture3d.com/products/overture-pla-gradient-filament-1-75mm
Easy PLA  1.75mm 6-Pack,6-Pack / Easy White / 1.75mm,VSA090010,74.99,True,6-Pack,https://overture3d.com/products/overture-easy-pla-3d-printer-filament-1-75mm-6-pack
Easy PLA  1.75mm 6-Pack,6-Pack / Easy Black / 1.75mm,VSA090009,74.99,True,6-Pack,https://overture3d.com/products/overture-easy-pla-3d-printer-filament-1-75mm-6-pack
Easy PLA  1.75mm 6-Pack,6-Pack / Easy Black & White / 1.75mm,VSA090011,74.99,True,6-Pack,https://overture3d.com/products/overture-easy-pla-3d-printer-filament-1-75mm-6-pack
Matte PLA 3D Printer  Filament 1.75mm 6 Pack,1.75mm / 6-Pack / 6-Color,VFFMLT61-010104,94.99,True,1.75mm,https://overture3d.com/products/overture-matte-pla-3d-printer-filament-1-75mm-6-pack
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Red-Gold / 1-pack,OVS-VFPREG11-010115,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Magenta-Gold / 1-pack,OVS-VFPMAG11-010117,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Purple-Gold / 1-pack,OVS-VFPPUG11-010114,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Gold-Silver / 1-pack,OVS-VFPGOS11-010113,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Blue-Silver / 1-pack,OVS-VFPBLS11-010116,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Green-Silver / 1-pack,OVS-VFPGRS11-010118,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Green-Blue / 1-pack,OVS-VFPGRB11-010112,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Blue-Yellow / 1-pack,OVS-VFPBLY11-010120,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Green-Magenta / 1-pack,OVS-VFPGRM11-010119,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Caramel / 1-pack,VSA030013,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Tiger Eye / 1-pack,VSA030015,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Tropic / 1-pack,VSA030005,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Glacier Flash / 1-pack,VSA030006,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Purple Chrome / 1-pack,VSA030002,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Lime Surge / 1-pack,VSA030003,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Evergreen Bronze / 1-pack,VSA030012,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Golden Ember / 1-pack,VSA030011,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Chrome Gray / 1-pack,VSA030014,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Periwinkle / 1-pack,VSA030016,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Lettuce Tomato / 1-pack,VSA030007,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Copper Shore / 1-pack,VSA030008,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Punch Pink / 1-pack,VSA030009,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Parakeet / 1-pack,VSA030010,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Silk PLA Gradient Filament 1.75mm,1.75mm / Silk Vaporwave / 1-pack,VSA030004,25.99,True,1.75mm,https://overture3d.com/products/overture-silk-pla-gradient-filament-1-75mm
Rock PLA Gradient Filament 1.75mm,Alpine Forest,VSA110016,19.99,True,Alpine Forest,https://overture3d.com/products/overture-rock-pla-gradient-filament-1-75mm
Rock PLA Gradient Filament 1.75mm,Rock Rainbow,VSA110006,19.99,False,Rock Rainbow,https://overture3d.com/products/overture-rock-pla-gradient-filament-1-75mm
Rock PLA Gradient Filament 1.75mm,Barrier Reef,VSA110014,19.99,True,Barrier Reef,https://overture3d.com/products/overture-rock-pla-gradient-filament-1-75mm
Rock PLA Gradient Filament 1.75mm,Desert Bluff,VSA110017,19.99,True,Desert Bluff,https://overture3d.com/products/overture-rock-pla-gradient-filament-1-75mm
Rock PLA Gradient Filament 1.75mm,Painted Hills,VSA110018,19.99,True,Painted Hills,https://overture3d.com/products/overture-rock-pla-gradient-filament-1-75mm
Rock PLA Gradient Filament 1.75mm,Pink Lake,VSA110019,19.99,True,Pink Lake,https://overture3d.com/products/overture-rock-pla-gradient-filament-1-75mm
Rock PLA Gradient Filament 1.75mm,Sedona Red,VSA110015,19.99,True,Sedona Red,https://overture3d.com/products/overture-rock-pla-gradient-filament-1-75mm
Rock PLA Gradient Filament 1.75mm,Tropical Jungle,VSA110020,19.99,True,Tropical Jungle,https://overture3d.com/products/overture-rock-pla-gradient-filament-1-75mm
Rock PLA Gradient Filament 1.75mm,Wetland Green,VSA110013,19.99,True,Wetland Green,https://overture3d.com/products/overture-rock-pla-gradient-filament-1-75mm
PLA Professional  1.75mm-4 Pack,Black / 1.75mm / 4-Pack,VSA070005,55.99,True,Black,https://overture3d.com/products/overture-pla-professional-3d-printer-filament-1-75mm-4-pack
PLA Professional  1.75mm-4 Pack,White / 1.75mm / 4-Pack,VSA070007,58.99,True,White,https://overture3d.com/products/overture-pla-professional-3d-printer-filament-1-75mm-4-pack
PLA Professional  1.75mm-4 Pack,Black&White / 1.75mm / 4-Pack,VSA070008,58.99,True,Black&White,https://overture3d.com/products/overture-pla-professional-3d-printer-filament-1-75mm-4-pack
PC Professional Transparent 3D Printer  Filament 1.75mm,1-pack / Transparent,OVS-VFDTRA11-010203,38.99,True,1-pack,https://overture3d.com/products/overture-pc-professional-transparent-3d-printer-filament
PETG  1.75mm - 2 KG,Black / 2 kg / 1-Pack,VSB010006,26.99,True,Black,https://overture3d.com/products/overture-petg-3d-printer-filament-1-75mm-2-kg
Matte PLA Gradient Filament 1.75mm,1-pack / 1.75mm / Rainbow,VSA110003,24.99,True,1-pack,https://overture3d.com/products/overture-matte-pla-gradient-filament-1-75mm
Matte PLA Gradient Filament 1.75mm,1-pack / 1.75mm / Candy Rainbow,VSA040006,24.99,True,1-pack,https://overture3d.com/products/overture-matte-pla-gradient-filament-1-75mm
Matte PLA Gradient Filament 1.75mm,1-pack / 1.75mm / Blue-Red,VSA040004,24.99,True,1-pack,https://overture3d.com/products/overture-matte-pla-gradient-filament-1-75mm
Matte PLA Gradient Filament 1.75mm,1-pack / 1.75mm / Orange-Red,VSA040002,24.99,True,1-pack,https://overture3d.com/products/overture-matte-pla-gradient-filament-1-75mm
Matte PLA Gradient Filament 1.75mm,1-pack / 1.75mm / Light Blue-Yellow,VSA040003,24.99,True,1-pack,https://overture3d.com/products/overture-matte-pla-gradient-filament-1-75mm
Easy PLA  1.75mm 2-Pack,2-Pack / Easy White / 1.75mm,VSA090013,28.99,True,2-Pack,https://overture3d.com/products/overture-easy-pla-3d-printer-filament-1-75mm-2-pack
Easy PLA  1.75mm 2-Pack,2-Pack / Easy Black / 1.75mm,VSA090012,28.99,True,2-Pack,https://overture3d.com/products/overture-easy-pla-3d-printer-filament-1-75mm-2-pack
High Speed TPU  1.75mm -2 KG,Black / 2 kg / 1-pack,VSD030002,53.99,False,Black,https://overture3d.com/products/overture-high-speed-tpu-3d-printer-filament-1-75mm-2-kg
TPU  1.75mm 2 KG,Black / 2 kg / 1-Pack,VSD010003,46.99,True,Black,https://overture3d.com/products/overture-tpu-3d-printer-filament-1-75mm-2-kg
PLA Professional Gradient Filament 1.75mm,1.75mm / Sunset Rainbow / 1-Pack,VSA070002,25.99,True,1.75mm,https://overture3d.com/products/overture-pla-professional-gradient-filament-1-75mm

